author;coverPicFileName;Image-URL-M;description;isbn;language;numOfPages;price;publishDate;publisher;title;Image-URL-L;Year-Of-Publication
Malcolm Goodway;;http://images.amazon.com/images/P/0975311255.01.MZZZZZZZ.jpg;;975311255;;;;;AuthorsOmniscient Publishers;A Temporary New Wife;http://images.amazon.com/images/P/0975311255.01.LZZZZZZZ.jpg;2004
Ann-Marie MacDonald;;http://images.amazon.com/images/P/0743237188.01.MZZZZZZZ.jpg;;743237188;;;;;Touchstone;Fall On Your Knees (Oprah #45);http://images.amazon.com/images/P/0743237188.01.LZZZZZZZ.jpg;2002
Iris Johansen;;http://images.amazon.com/images/P/0553586122.01.MZZZZZZZ.jpg;;553586122;;;;;Bantam Books;Reap the Wind;http://images.amazon.com/images/P/0553586122.01.LZZZZZZZ.jpg;2002
LISA GARDNER;;http://images.amazon.com/images/P/0553584510.01.MZZZZZZZ.jpg;;553584510;;;;;Bantam;The Survivors Club;http://images.amazon.com/images/P/0553584510.01.LZZZZZZZ.jpg;2003
FERN MICHAELS;;http://images.amazon.com/images/P/0345341201.01.MZZZZZZZ.jpg;;345341201;;;;;Ivy Books;Sins of Omission;http://images.amazon.com/images/P/0345341201.01.LZZZZZZZ.jpg;1989
Linda Howard;;http://images.amazon.com/images/P/1551662744.01.MZZZZZZZ.jpg;;1551662744;;;;;Mira;White Lies;http://images.amazon.com/images/P/1551662744.01.LZZZZZZZ.jpg;1997
Belva Plain;;http://images.amazon.com/images/P/0440175623.01.MZZZZZZZ.jpg;;440175623;;;;;Dell;Random Winds;http://images.amazon.com/images/P/0440175623.01.LZZZZZZZ.jpg;1987
Belva Plain;;http://images.amazon.com/images/P/0440216842.01.MZZZZZZZ.jpg;;440216842;;;;;Dell;The Carousel;http://images.amazon.com/images/P/0440216842.01.LZZZZZZZ.jpg;1998
Sue Miller;;http://images.amazon.com/images/P/0345443284.01.MZZZZZZZ.jpg;;345443284;;;;;Ballantine Books;While I Was Gone;http://images.amazon.com/images/P/0345443284.01.LZZZZZZZ.jpg;1999
Sheri S. Tepper;;http://images.amazon.com/images/P/0553285653.01.MZZZZZZZ.jpg;;553285653;;;;;Spectra Books;Grass;http://images.amazon.com/images/P/0553285653.01.LZZZZZZZ.jpg;1990
DR SEUSS;;http://images.amazon.com/images/P/0394800133.01.MZZZZZZZ.jpg;;394800133;;;;;Random House Books for Young Readers;One Fish Two Fish Red Fish Blue Fish (I Can Read It All by Myself Beginner Books);http://images.amazon.com/images/P/0394800133.01.LZZZZZZZ.jpg;1960
Tobias Wolff;;http://images.amazon.com/images/P/0060972777.01.MZZZZZZZ.jpg;;60972777;;;;;Perennial;This Boy's Life: A Memoir;http://images.amazon.com/images/P/0060972777.01.LZZZZZZZ.jpg;1989
Isaac Bashevis Singer;;http://images.amazon.com/images/P/0064401472.01.MZZZZZZZ.jpg;;64401472;;;;;HarperCollins Publishers;Zlateh the Goat and Other Stories;http://images.amazon.com/images/P/0064401472.01.LZZZZZZZ.jpg;1984
Mark Helprin;;http://images.amazon.com/images/P/0156001942.01.MZZZZZZZ.jpg;;156001942;;;;;Harvest Books;Winter's Tale;http://images.amazon.com/images/P/0156001942.01.LZZZZZZZ.jpg;1995
Gary Zukav;;http://images.amazon.com/images/P/055326382X.01.MZZZZZZZ.jpg;;055326382X;;;;;Bantam Books;The Dancing Wu Li Masters: An Overview of the New Physics;http://images.amazon.com/images/P/055326382X.01.LZZZZZZZ.jpg;1994
John Irving;;http://images.amazon.com/images/P/0345418018.01.MZZZZZZZ.jpg;;345418018;;;;;Ballantine Books;The World According to Garp (Ballantine Reader's Circle);http://images.amazon.com/images/P/0345418018.01.LZZZZZZZ.jpg;1997
Ernest Hemingway;;http://images.amazon.com/images/P/0684801469.01.MZZZZZZZ.jpg;;684801469;;;;;Scribner;Farewell To Arms;http://images.amazon.com/images/P/0684801469.01.LZZZZZZZ.jpg;1995
Alfred H. Kelly;;http://images.amazon.com/images/P/0393961192.01.MZZZZZZZ.jpg;;393961192;;;;;W. W. Norton &amp Company;The American Constitution: Its Origins and Development, Seventh Edition, Volume II;http://images.amazon.com/images/P/0393961192.01.LZZZZZZZ.jpg;1991
Emile Zola;;http://images.amazon.com/images/P/9997522052.01.MZZZZZZZ.jpg;;9997522052;;;;;Chatto &amp Windus;Collected Works of Emile Zola;http://images.amazon.com/images/P/9997522052.01.LZZZZZZZ.jpg;2001
Plato;;http://images.amazon.com/images/P/0872203492.01.MZZZZZZZ.jpg;;872203492;;;;;Hackett Publishing Company;Plato Complete Works;http://images.amazon.com/images/P/0872203492.01.LZZZZZZZ.jpg;1997
Jonathan Franzen;;http://images.amazon.com/images/P/0312420145.01.MZZZZZZZ.jpg;;312420145;;;;;Picador;The Twenty-Seventh City : A Novel (Bestselling Backlist);http://images.amazon.com/images/P/0312420145.01.LZZZZZZZ.jpg;2001
B Kliban;;http://images.amazon.com/images/P/0911104542.01.MZZZZZZZ.jpg;;911104542;;;;;Workman Pub. Co;Cat (kat), n;http://images.amazon.com/images/P/0911104542.01.LZZZZZZZ.jpg;1975
JUDY BLUNT;;http://images.amazon.com/images/P/0375401318.01.MZZZZZZZ.jpg;;375401318;;;;;Knopf;Breaking Clean;http://images.amazon.com/images/P/0375401318.01.LZZZZZZZ.jpg;2002
William Trevor;;http://images.amazon.com/images/P/0140253602.01.MZZZZZZZ.jpg;;140253602;;;;;Penguin Books;Felicia's Journey;http://images.amazon.com/images/P/0140253602.01.LZZZZZZZ.jpg;1996
Alice Walker;;http://images.amazon.com/images/P/0671789422.01.MZZZZZZZ.jpg;;671789422;;;;;Pocket;Possessing the Secret of Joy;http://images.amazon.com/images/P/0671789422.01.LZZZZZZZ.jpg;1993
Stephen Gazi;;http://images.amazon.com/images/P/1566193966.01.MZZZZZZZ.jpg;;1566193966;;;;;Barnes Noble Books;History of Croatia;http://images.amazon.com/images/P/1566193966.01.LZZZZZZZ.jpg;0
Wallace Stegner;;http://images.amazon.com/images/P/014016930X.01.MZZZZZZZ.jpg;;014016930X;;;;;Penguin Books;Angle of Repose (Contemporary American Fiction);http://images.amazon.com/images/P/014016930X.01.LZZZZZZZ.jpg;1992
Don DeLillo;;http://images.amazon.com/images/P/0140077022.01.MZZZZZZZ.jpg;;140077022;;;;;Penguin Books;White Noise (Contemporary American Fiction);http://images.amazon.com/images/P/0140077022.01.LZZZZZZZ.jpg;1991
Ralph Ellison;;http://images.amazon.com/images/P/0679732764.01.MZZZZZZZ.jpg;;679732764;;;;;Vintage Books USA;Invisible Man;http://images.amazon.com/images/P/0679732764.01.LZZZZZZZ.jpg;1995
Isabel Allende;;http://images.amazon.com/images/P/0553273604.01.MZZZZZZZ.jpg;;553273604;;;;;Bantam Books;Of Love and Shadows;http://images.amazon.com/images/P/0553273604.01.LZZZZZZZ.jpg;1988
Isabel Allende;;http://images.amazon.com/images/P/0553273914.01.MZZZZZZZ.jpg;;553273914;;;;;Bantam Books;The House of the Spirits;http://images.amazon.com/images/P/0553273914.01.LZZZZZZZ.jpg;1986
Shel Silverstein;;http://images.amazon.com/images/P/0060256672.01.MZZZZZZZ.jpg;;60256672;;;;;HarperCollins;Where the Sidewalk Ends : Poems and Drawings;http://images.amazon.com/images/P/0060256672.01.LZZZZZZZ.jpg;1974
Jhumpa Lahiri;;http://images.amazon.com/images/P/039592720X.01.MZZZZZZZ.jpg;;039592720X;;;;;Houghton Mifflin Co;Interpreter of Maladies;http://images.amazon.com/images/P/039592720X.01.LZZZZZZZ.jpg;1999
Liz Trigg;;http://images.amazon.com/images/P/1859671500.01.MZZZZZZZ.jpg;;1859671500;;;;;Natl Book Network;Glorious Country: Food Crafts Decorating;http://images.amazon.com/images/P/1859671500.01.LZZZZZZZ.jpg;1995
Charles Sullivan;;http://images.amazon.com/images/P/0810935627.01.MZZZZZZZ.jpg;;810935627;;;;;Harry N Abrams;Loving;http://images.amazon.com/images/P/0810935627.01.LZZZZZZZ.jpg;1992
Rebecca Wells;;http://images.amazon.com/images/P/0060928336.01.MZZZZZZZ.jpg;;60928336;;;;;Perennial;Divine Secrets of the Ya-Ya Sisterhood: A Novel;http://images.amazon.com/images/P/0060928336.01.LZZZZZZZ.jpg;1997
Wally Lamb;;http://images.amazon.com/images/P/0671003755.01.MZZZZZZZ.jpg;;671003755;;;;;Washington Square Press;She's Come Undone (Oprah's Book Club (Paperback));http://images.amazon.com/images/P/0671003755.01.LZZZZZZZ.jpg;1996
TOM ROBBINS;;http://images.amazon.com/images/P/0553268449.01.MZZZZZZZ.jpg;;553268449;;;;;Bantam;JITTERBUG PERFUME;http://images.amazon.com/images/P/0553268449.01.LZZZZZZZ.jpg;1985
Ursula Hegi;;http://images.amazon.com/images/P/0684844729.01.MZZZZZZZ.jpg;;684844729;;;;;Simon &amp Schuster;STONES FROM THE RIVER;http://images.amazon.com/images/P/0684844729.01.LZZZZZZZ.jpg;1997
Samuel Richardson;;http://images.amazon.com/images/P/0395051649.01.MZZZZZZZ.jpg;;395051649;;;;;Houghton Mifflin Company;Clarissa (abridged);http://images.amazon.com/images/P/0395051649.01.LZZZZZZZ.jpg;1962
Valerie Martin;;http://images.amazon.com/images/P/0375705228.01.MZZZZZZZ.jpg;;375705228;;;;;Vintage Books USA;Italian Fever: A Novel;http://images.amazon.com/images/P/0375705228.01.LZZZZZZZ.jpg;2000
Gabriel Garcia Marquez;;http://images.amazon.com/images/P/038001503X.01.MZZZZZZZ.jpg;;038001503X;;;;;Avon Books;One Hundred Years of Solitude;http://images.amazon.com/images/P/038001503X.01.LZZZZZZZ.jpg;1970
Gill Farrer-Halls;;http://images.amazon.com/images/P/0835607860.01.MZZZZZZZ.jpg;;835607860;;;;;Quest Books;The Illustrated Encyclopedia of Buddhist Wisdom;http://images.amazon.com/images/P/0835607860.01.LZZZZZZZ.jpg;2000
John Mordock;;http://images.amazon.com/images/P/158574218X.01.MZZZZZZZ.jpg;;158574218X;;;;;The Lyons Press;Common Phrases: And Where They Come From;http://images.amazon.com/images/P/158574218X.01.LZZZZZZZ.jpg;2001
Susan Bowes;;http://images.amazon.com/images/P/0806996021.01.MZZZZZZZ.jpg;;806996021;;;;;Sterling Publishing;Notions And Potions: A Safe, Practical Guide To Creating Magic &amp Miracles;http://images.amazon.com/images/P/0806996021.01.LZZZZZZZ.jpg;1997
DIANA GABALDON;;http://images.amazon.com/images/P/0440215625.01.MZZZZZZZ.jpg;;440215625;;;;;Dell;Dragonfly in Amber;http://images.amazon.com/images/P/0440215625.01.LZZZZZZZ.jpg;1993
David Sedaris;;http://images.amazon.com/images/P/0316777730.01.MZZZZZZZ.jpg;;316777730;;;;;Back Bay Books;Naked;http://images.amazon.com/images/P/0316777730.01.LZZZZZZZ.jpg;1998
Zadie Smith;;http://images.amazon.com/images/P/0375501851.01.MZZZZZZZ.jpg;;375501851;;;;;Random House;White Teeth;http://images.amazon.com/images/P/0375501851.01.LZZZZZZZ.jpg;2000
NATALIE GOLDBERG;;http://images.amazon.com/images/P/0877733759.01.MZZZZZZZ.jpg;;877733759;;;;;Shambhala;Writing Down the Bones;http://images.amazon.com/images/P/0877733759.01.LZZZZZZZ.jpg;1986
Sue Grafton;;http://images.amazon.com/images/P/0805019367.01.MZZZZZZZ.jpg;;805019367;;;;;Henry Holt &amp Company;K Is for Killer (Grafton, Sue. Kinsey Millhone Mysteries.);http://images.amazon.com/images/P/0805019367.01.LZZZZZZZ.jpg;1994
William J. Kennedy;;http://images.amazon.com/images/P/0140070206.01.MZZZZZZZ.jpg;;140070206;;;;;Penguin Books;Ironweed;http://images.amazon.com/images/P/0140070206.01.LZZZZZZZ.jpg;1989
Bob Shacochis;;http://images.amazon.com/images/P/0140236589.01.MZZZZZZZ.jpg;;140236589;;;;;Penguin Books;Swimming in the Volcano: A Novel;http://images.amazon.com/images/P/0140236589.01.LZZZZZZZ.jpg;1994
John Steinbeck;;http://images.amazon.com/images/P/0140042393.01.MZZZZZZZ.jpg;;140042393;;;;;Penguin USA;The Grapes of Wrath;http://images.amazon.com/images/P/0140042393.01.LZZZZZZZ.jpg;1976
Randy Alcorn;;http://images.amazon.com/images/P/1590520653.01.MZZZZZZZ.jpg;;1590520653;;;;;Multnomah;The Grace and Truth Paradox: Responding with Christlike Balance;http://images.amazon.com/images/P/1590520653.01.LZZZZZZZ.jpg;2003
Nancy Cobb;;http://images.amazon.com/images/P/1590521994.01.MZZZZZZZ.jpg;;1590521994;;;;;Multnomah;The Best Thing I Ever Did for My Marriage : 50 Real Life Stories;http://images.amazon.com/images/P/1590521994.01.LZZZZZZZ.jpg;2003
Margriet de Moor;;http://images.amazon.com/images/P/3446202218.01.MZZZZZZZ.jpg;;3446202218;;;;;Hanser;Kreutzersonate. Eine Liebesgeschichte;http://images.amazon.com/images/P/3446202218.01.LZZZZZZZ.jpg;2002
Armistead Maupin;;http://images.amazon.com/images/P/3499134446.01.MZZZZZZZ.jpg;;3499134446;;;;;Rowohlt Tb.;Tollivers Reisen. Stadtgeschichten IV.;http://images.amazon.com/images/P/3499134446.01.LZZZZZZZ.jpg;1995
Dale Carnegie;;http://images.amazon.com/images/P/067142517X.01.MZZZZZZZ.jpg;;067142517X;;;;;Simon &amp Schuster;HOW TO WIN FRIENDS, REVISED;http://images.amazon.com/images/P/067142517X.01.LZZZZZZZ.jpg;1981
Clifford Stoll;;http://images.amazon.com/images/P/0671726889.01.MZZZZZZZ.jpg;;671726889;;;;;Pocket;CUCKOO'S EGG;http://images.amazon.com/images/P/0671726889.01.LZZZZZZZ.jpg;1990
James Patterson;;http://images.amazon.com/images/P/0446601241.01.MZZZZZZZ.jpg;;446601241;;;;;Warner Books;Kiss the Girls;http://images.amazon.com/images/P/0446601241.01.LZZZZZZZ.jpg;1995
Stephen King;;http://images.amazon.com/images/P/0451124340.01.MZZZZZZZ.jpg;;451124340;;;;;Penguin Putnam~mass;Different Seasons;http://images.amazon.com/images/P/0451124340.01.LZZZZZZZ.jpg;1983
ANNE RICE;;http://images.amazon.com/images/P/0345384466.01.MZZZZZZZ.jpg;;345384466;;;;;Ballantine Books;The Witching Hour (Lives of the Mayfair Witches);http://images.amazon.com/images/P/0345384466.01.LZZZZZZZ.jpg;1993
James Patterson;;http://images.amazon.com/images/P/0446604801.01.MZZZZZZZ.jpg;;446604801;;;;;Warner Books;Jack &amp Jill (Alex Cross Novels);http://images.amazon.com/images/P/0446604801.01.LZZZZZZZ.jpg;1997
Anne Rice;;http://images.amazon.com/images/P/0345422392.01.MZZZZZZZ.jpg;;345422392;;;;;Ballantine Books;Vittorio the Vampire: New Tales of the Vampires;http://images.amazon.com/images/P/0345422392.01.LZZZZZZZ.jpg;2001
SANDRA CISNEROS;;http://images.amazon.com/images/P/0679734775.01.MZZZZZZZ.jpg;;679734775;;;;;Vintage;The House on Mango Street (Vintage Contemporaries);http://images.amazon.com/images/P/0679734775.01.LZZZZZZZ.jpg;1991
Gary Paulsen;;http://images.amazon.com/images/P/0440414717.01.MZZZZZZZ.jpg;;440414717;;;;;Yearling Books;My Life in Dog Years;http://images.amazon.com/images/P/0440414717.01.LZZZZZZZ.jpg;1999
Marguerite Henry;;http://images.amazon.com/images/P/0689715625.01.MZZZZZZZ.jpg;;689715625;;;;;Aladdin;Black Gold;http://images.amazon.com/images/P/0689715625.01.LZZZZZZZ.jpg;1992
Tanith Lee;;http://images.amazon.com/images/P/0812539389.01.MZZZZZZZ.jpg;;812539389;;;;;Tor Books;Red Unicorn (Tor Fantasy);http://images.amazon.com/images/P/0812539389.01.LZZZZZZZ.jpg;1998
Sherry Garland;;http://images.amazon.com/images/P/0152013369.01.MZZZZZZZ.jpg;;152013369;;;;;Harcourt;The Silent Storm: Scholastic Edition;http://images.amazon.com/images/P/0152013369.01.LZZZZZZZ.jpg;1996
Barbara Michaels;;http://images.amazon.com/images/P/0425124819.01.MZZZZZZZ.jpg;;425124819;;;;;Berkley Publishing Group;Black Rainbow;http://images.amazon.com/images/P/0425124819.01.LZZZZZZZ.jpg;1994
Carl Sagan;;http://images.amazon.com/images/P/0345409469.01.MZZZZZZZ.jpg;;345409469;;;;;Ballantine Books;The Demon-Haunted World: Science As a Candle in the Dark;http://images.amazon.com/images/P/0345409469.01.LZZZZZZZ.jpg;1997
Kimberly Kirberger;;http://images.amazon.com/images/P/1558747346.01.MZZZZZZZ.jpg;;1558747346;;;;;Health Communications;Teen Love:  On Relationships, A Book for Teenagers;http://images.amazon.com/images/P/1558747346.01.LZZZZZZZ.jpg;1999
Ariella Papa;;http://images.amazon.com/images/P/0373250177.01.MZZZZZZZ.jpg;;373250177;;;;;Red Dress Ink;On The Verge (Red Dress Ink (Paperback));http://images.amazon.com/images/P/0373250177.01.LZZZZZZZ.jpg;2002
Michael J. Rosen;;http://images.amazon.com/images/P/0763615382.01.MZZZZZZZ.jpg;;763615382;;;;;Candlewick Press (MA);Chaser: A Novel in E-Mails;http://images.amazon.com/images/P/0763615382.01.LZZZZZZZ.jpg;2002
Dawn Chipman;;http://images.amazon.com/images/P/0965975401.01.MZZZZZZZ.jpg;;965975401;;;;;Girl Press;Cool Women;http://images.amazon.com/images/P/0965975401.01.LZZZZZZZ.jpg;1997
Shannon Olson;;http://images.amazon.com/images/P/0141001771.01.MZZZZZZZ.jpg;;141001771;;;;;Penguin Books;Welcome to My Planet: Where English Is Sometimes Spoken;http://images.amazon.com/images/P/0141001771.01.LZZZZZZZ.jpg;2001
Phyllis Reynolds Naylor;;http://images.amazon.com/images/P/068930935X.01.MZZZZZZZ.jpg;;068930935X;;;;;Atheneum;A STRING OF CHANCES (String of Chances Nrf);http://images.amazon.com/images/P/068930935X.01.LZZZZZZZ.jpg;1982
Mary Wollstonecraft Shelley;;http://images.amazon.com/images/P/0451523369.01.MZZZZZZZ.jpg;;451523369;;;;;Signet Book;Frankenstein Or, the Modern Prometheus;http://images.amazon.com/images/P/0451523369.01.LZZZZZZZ.jpg;1994
Karen Stolz;;http://images.amazon.com/images/P/0786884622.01.MZZZZZZZ.jpg;;786884622;;;;;Hyperion;World of Pies : A Novel;http://images.amazon.com/images/P/0786884622.01.LZZZZZZZ.jpg;2001
CLARE NAYLOR;;http://images.amazon.com/images/P/0449005569.01.MZZZZZZZ.jpg;;449005569;;;;;Ballantine Books;Love: A User's Guide;http://images.amazon.com/images/P/0449005569.01.LZZZZZZZ.jpg;1999
Stephen Chbosky;;http://images.amazon.com/images/P/0671027344.01.MZZZZZZZ.jpg;;671027344;;;;;MTV;The Perks of Being a Wallflower;http://images.amazon.com/images/P/0671027344.01.LZZZZZZZ.jpg;1999
Antonio Albanese;;http://images.amazon.com/images/P/8885989632.01.MZZZZZZZ.jpg;;8885989632;;;;;Baldini&ampCastoldi;Patapim e patapam (Le formiche);http://images.amazon.com/images/P/8885989632.01.LZZZZZZZ.jpg;1994
Margaret Weis;;http://images.amazon.com/images/P/0786927089.01.MZZZZZZZ.jpg;;786927089;;;;;Wizards of the Coast;Dragons of Summer Flame;http://images.amazon.com/images/P/0786927089.01.LZZZZZZZ.jpg;2002
Ivan Doig;;http://images.amazon.com/images/P/0684831058.01.MZZZZZZZ.jpg;;684831058;;;;;Scribner;DANCING AT THE RASCAL FAIR;http://images.amazon.com/images/P/0684831058.01.LZZZZZZZ.jpg;1996
Isabel Allende;;http://images.amazon.com/images/P/006019491X.01.MZZZZZZZ.jpg;;006019491X;;;;;HarperCollins;Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover));http://images.amazon.com/images/P/006019491X.01.LZZZZZZZ.jpg;1999
Sylvia Nasar;;http://images.amazon.com/images/P/0684819066.01.MZZZZZZZ.jpg;;684819066;;;;;Simon &amp Schuster;A Beautiful Mind : A Biography of John Forbes Nash, Jr.;http://images.amazon.com/images/P/0684819066.01.LZZZZZZZ.jpg;1998
Ha Jin;;http://images.amazon.com/images/P/0375420673.01.MZZZZZZZ.jpg;;375420673;;;;;Pantheon Books;The Bridegroom: Stories (Great Reads);http://images.amazon.com/images/P/0375420673.01.LZZZZZZZ.jpg;2000
Elizabeth Laird;;http://images.amazon.com/images/P/0140368558.01.MZZZZZZZ.jpg;;140368558;;;;;Puffin Books;Kiss the Dust;http://images.amazon.com/images/P/0140368558.01.LZZZZZZZ.jpg;1994
Harlan Ellison;;http://images.amazon.com/images/P/0395353416.01.MZZZZZZZ.jpg;;395353416;;;;;Houghton Mifflin;Slippage: Previously Poised, Previously Uncollected Stories;http://images.amazon.com/images/P/0395353416.01.LZZZZZZZ.jpg;1997
Isabel Allende;;http://images.amazon.com/images/P/0066211611.01.MZZZZZZZ.jpg;;66211611;;;;;HarperCollins Publishers;Portrait in Sepia;http://images.amazon.com/images/P/0066211611.01.LZZZZZZZ.jpg;2001
David M. Gitlitz;;http://images.amazon.com/images/P/0312254164.01.MZZZZZZZ.jpg;;312254164;;;;;St. Martin's Griffin;The Pilgrimage Road to Santiago : The Complete Cultural Handbook;http://images.amazon.com/images/P/0312254164.01.LZZZZZZZ.jpg;2000
Wolfgang Hohlbein;;http://images.amazon.com/images/P/3453147243.01.MZZZZZZZ.jpg;;3453147243;;;;;Heyne;Der Magier. Der Erbe der Nacht.;http://images.amazon.com/images/P/3453147243.01.LZZZZZZZ.jpg;1999
Christoph Hein;;http://images.amazon.com/images/P/3746611229.01.MZZZZZZZ.jpg;;3746611229;;;;;Aufbau Tb;Der fremde Freund. (Drachenblut).;http://images.amazon.com/images/P/3746611229.01.LZZZZZZZ.jpg;1982
Gaby Hauptmann;;http://images.amazon.com/images/P/3492229336.01.MZZZZZZZ.jpg;;3492229336;;;;;Piper;Die Meute der Erben.;http://images.amazon.com/images/P/3492229336.01.LZZZZZZZ.jpg;1999
Carolyn See;;http://images.amazon.com/images/P/3453177800.01.MZZZZZZZ.jpg;;3453177800;;;;;Heyne;Ein Mann fÃ?Â¼r jede Gelegenheit.;http://images.amazon.com/images/P/3453177800.01.LZZZZZZZ.jpg;2001
Christa Wolf;;http://images.amazon.com/images/P/3423009152.01.MZZZZZZZ.jpg;;3423009152;;;;;Deutscher Taschenbuch Verlag;Der Geteilte Himmel;http://images.amazon.com/images/P/3423009152.01.LZZZZZZZ.jpg;0
Thomas Brussig;;http://images.amazon.com/images/P/3596133319.01.MZZZZZZZ.jpg;;3596133319;;;;;Fischer (Tb.), Frankfurt;Helden wie wir.;http://images.amazon.com/images/P/3596133319.01.LZZZZZZZ.jpg;1998
Piers Vitebsky;;http://images.amazon.com/images/P/3822813397.01.MZZZZZZZ.jpg;;3822813397;;;;;Taschen Verlag;Schamanismus. Reisen der Seele. Magische KrÃ?Â¤fte. Ekstase und Heilung.;http://images.amazon.com/images/P/3822813397.01.LZZZZZZZ.jpg;2001
